year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2004,4,Arizona,0,0,0,744,5652404,13.1625,0.48256,12.2167,14.1084,0.5209531635168447,0.4790468364831553,0.33369853008308226,0.18058979275084452,0.4857116771660732,0.03140692047840774,0.03231991235278006,0.026568063544234456,0.10426367205331873,0.805441431571259,0.6324294713777048,0.3675705286222953,0.18031589518853283,0.09741623299552633,0.3473021090112298,0.10207249155482516,0.2728932712498859,0.7009038619556286,0.2990961380443714,0.9014881767552269,0.20651876198301836,32.38026111567607,20000,Both Sexes,All Ages,All Races-All Origins
2005,4,Arizona,0,0,0,794,5839077,13.598,0.48258,12.6522,14.5439,0.517893722135197,0.482106277864803,0.34112543679961443,0.18679961441137485,0.47207494878901074,0.03518496204361971,0.027955175322327993,0.02593685986263405,0.11079648150379563,0.8001265212676226,0.618478129895168,0.3815218701048319,0.17628629955416314,0.0998614290878419,0.34392697915411496,0.1079949391492951,0.2719303530545849,0.7042113507651524,0.29578864923484754,0.8982106277864803,0.2018315459693939,32.25584407759971,21000,Both Sexes,All Ages,All Races-All Origins
2006,4,Arizona,0,0,0,876,6029141,14.5294,0.4909,13.5673,15.4916,0.5077778743373599,0.4922221256626401,0.3480200457692419,0.19049274354740592,0.4614872106833522,0.03722371889574462,0.028330581385243764,0.029373424871817155,0.10955650183946004,0.7955157730077345,0.6109904116334984,0.38900958836650157,0.1826714173981055,0.09901219547521799,0.3410967237333797,0.1119318675588772,0.26528779583441964,0.7067871730251152,0.2932128269748849,0.8742214883693984,0.1930129486399583,32.099128066973726,21000,Both Sexes,All Ages,All Races-All Origins
2007,4,Arizona,0,0,0,943,6167681,15.2894,0.49789,14.3135,16.2652,0.5138793103448276,0.4861206896551724,0.3486494252873563,0.1860344827586207,0.465316091954023,0.04974137931034483,0.031235632183908044,0.030402298850574713,0.1082183908045977,0.7804022988505747,0.6047413793103448,0.39525862068965517,0.1791954022988506,0.09948275862068966,0.3364655172413793,0.11632183908045977,0.2685344827586207,0.6973275862068965,0.30267241379310345,0.8979310344827586,0.20011494252873563,31.767557471264368,22000,Both Sexes,All Ages,All Races-All Origins
2008,4,Arizona,0,0,0,828,6280362,13.184,0.45817,12.2859,14.082,0.5136096020933474,0.4863903979066526,0.3581159873716545,0.18948206718052277,0.45240194544782275,0.04960323103615006,0.03134332603316363,0.032594783696919705,0.07815921954549333,0.8082994396882732,0.5967177678546034,0.4032822321453966,0.18123382348758496,0.09832475326374471,0.3285929633948633,0.11135128985466025,0.28049716999914676,0.7175687590659575,0.2824312409340425,0.8812252908216958,0.19087573594243296,31.594755254700075,23000,Both Sexes,All Ages,All Races-All Origins
2009,4,Arizona,0,0,0,1002,6343154,15.7966,0.49903,14.8185,16.7747,0.5154060826973459,0.48459391730265405,0.36889167331131106,0.18606902836313932,0.4450392983255496,0.049407677412005926,0.031837339104681624,0.034656566807153434,0.07631848729923682,0.8077799293769222,0.5887344800091127,0.41126551999088734,0.18393324980066067,0.09895774006151042,0.32839731176671605,0.10972206401640278,0.2789896343547101,0.6765576944982344,0.32344230550176556,0.8714830846337852,0.18168356304818317,30.138797129513613,20000,Both Sexes,All Ages,All Races-All Origins
2010,4,Arizona,0,0,0,1098,6392017,17.1777,0.5184,16.1616,18.1937,0.5084627998110114,0.4915372001889886,0.37164058808815764,0.18787693504905367,0.4404824768627887,0.0558350240404658,0.03109974708874128,0.037964481253995166,0.07540090603374003,0.7996998415830577,0.5697729357160723,0.43022706428392765,0.1792056918929435,0.09663433478780467,0.3322864845335038,0.10858508657346932,0.2832884022122787,0.6591256496484256,0.34087435035157443,0.8622328451126984,0.18354131347099858,28.963008254356467,18000,Both Sexes,All Ages,All Races-All Origins
2011,4,Arizona,0,0,0,1071,6482505,16.5214,0.50484,15.5319,17.5109,0.5019446786520521,0.4980553213479479,0.3822449479152501,0.19234639758479072,0.4254086544999592,0.08619142165528872,0.032393178665651265,0.038648788315609105,0.07610085130687845,0.7666657600565725,0.5351810047053064,0.4648189952946936,0.1721108602823184,0.09524845649631462,0.33657899747055786,0.11613675306660864,0.2799249326842005,0.6378817961759187,0.3621182038240814,0.8336279816139472,0.16582805232953463,27.856365762776402,15000,Both Sexes,All Ages,All Races-All Origins
2012,4,Arizona,0,0,0,1134,6553255,17.3044,0.51387,16.2972,18.3116,0.5034985736584315,0.49650142634156846,0.3804833414069648,0.19021475859841758,0.4293018999946176,0.07801819258302384,0.03447440658808332,0.038807255503525484,0.08111308466548253,0.7675870606598848,0.5419559717961139,0.4580440282038861,0.17546692502287528,0.09806771085634318,0.33295656386242534,0.11569513967382529,0.27781366058453094,0.6439528499919264,0.35604715000807363,0.8440712632542118,0.16989611927444964,28.05202109909037,16000,Both Sexes,All Ages,All Races-All Origins
2013,4,Arizona,0,0,0,1222,6626624,18.4408,0.52753,17.4068,19.4747,0.5030750307503075,0.4969249692496925,0.38071554628589765,0.18880688806888068,0.43047756564522166,0.07462965934007167,0.035857532488368364,0.03911973902347719,0.07898818118615969,0.7714048879619231,0.5443071822022568,0.4556928177977432,0.17992940798973206,0.10136905716883256,0.333814642494251,0.10872239157174181,0.2761645007754425,0.6524145676239371,0.3475854323760629,0.8469169474303438,0.1711588855018985,28.456334563345635,18000,Both Sexes,All Ages,All Races-All Origins
2014,4,Arizona,0,0,0,1211,6731484,17.9901,0.51697,16.9768,19.0033,0.5020938589144355,0.4979061410855645,0.39007916137573284,0.1878529165428363,0.42206792208143085,0.07410909680382569,0.037824548131737495,0.03871612676627131,0.07764839380758112,0.7717018344905844,0.5439980547375246,0.45600194526247534,0.1811525680166428,0.10150487666495556,0.33520654905033365,0.10642206792208143,0.27571393834598656,0.6580931024234729,0.34190689757652715,0.8315726906762488,0.15853889174073973,28.75057412260557,18500,Both Sexes,All Ages,All Races-All Origins
2015,4,Arizona,0,0,0,1274,6828065,18.6583,0.52274,17.6337,19.6829,0.5029815146094215,0.4970184853905784,0.38450696590231476,0.1938797636472055,0.42161327045047975,0.07304710793082886,0.03759418875697945,0.03748577004390958,0.08535263186425977,0.7665203014040224,0.5334200683037892,0.46657993169621076,0.18658860519325635,0.10110044993765924,0.33092101696752857,0.10630454816501328,0.2750853797365425,0.6659077356751776,0.3340922643248225,0.8417086789179813,0.16872662221499432,28.93597874993224,20000,Both Sexes,All Ages,All Races-All Origins
2016,4,Arizona,0,0,0,1382,6931071,19.9392,0.53636,18.8879,20.9905,0.5020251433380675,0.4979748566619326,0.38551364999210985,0.19273052443322286,0.4217558255746673,0.06977539319341435,0.03979275156488349,0.03981905212771553,0.09565514702014623,0.7549576560938404,0.5327442007258956,0.4672557992741045,0.1864446899163642,0.10441323444321708,0.3317289990005786,0.10215138603966124,0.27526169060017885,0.671532270790595,0.3284677292094051,0.8304402714218084,0.1563042449108411,29.121245594655726,20000,Both Sexes,All Ages,All Races-All Origins
2017,4,Arizona,0,0,0,1532,7016270,21.835,0.55786,20.7416,22.9284,0.5010478885046631,0.4989521114953369,0.38790212721366446,0.1893272555800063,0.42277061720632925,0.0754217751231269,0.042098920674840196,0.0385884941842188,0.0870009430996542,0.75688986691816,0.5335324321492193,0.4664675678507807,0.19003458032065387,0.10602011945928953,0.33451220790107933,0.09842292780048204,0.27101016451849524,0.6807083726291523,0.31929162737084776,0.8175888085507702,0.15524468196583885,29.513308184009222,22000,Both Sexes,All Ages,All Races-All Origins
2018,4,Arizona,0,0,0,1670,7171646,23.2861,0.56982,22.1693,24.403,0.5010934652434262,0.4989065347565738,0.3890913824524863,0.19497526685758917,0.4159333506899245,0.06748242645144494,0.039312678989846396,0.04225462119239781,0.08414475397032023,0.7668055193959906,0.5312418640978912,0.46875813590210885,0.1940640458214007,0.10697734964852904,0.34074459776099975,0.08862275449101796,0.2695912522780526,0.6897162197344442,0.31028378026555586,0.827570945066389,0.15584483207498048,29.904321791200207,24000,Both Sexes,All Ages,All Races-All Origins
2000,5,Arkansas,0,0,0,140,2673400,5.2368,0.44259,4.3693,6.1043,0.5255309534568459,0.4744690465431541,0.3167645729778581,0.17758698599186626,0.5056484410302756,0.008133755083596927,0.0076818798011748755,0.11568007230004519,0.02078626299141437,0.8477180298237686,0.6683235427022142,0.33167645729778583,0.12471757794848622,0.06235878897424311,0.45684591052869405,0.1333032083145052,0.2227745142340714,0.7166741979213737,0.2833258020786263,0.8572074107546317,0.17171260732037957,32.96204247627655,16000,Both Sexes,All Ages,All Races-All Origins
2001,5,Arkansas,0,0,0,126,2691571,4.6813,0.41704,3.8639,5.4987,0.5222941387989931,0.47770586120100683,0.3338727076591154,0.1751168644372528,0.4910104279036318,0.008270406328658756,0.011506652283351312,0.11632506292700467,0.024631427544048904,0.8392664509169363,0.6823085221143473,0.31769147788565266,0.14599065084501978,0.05843221862639338,0.46296296296296297,0.13142754404890328,0.2011866235167206,0.7064005753326141,0.2935994246673858,0.8333333333333334,0.17817331895001798,32.71574973031284,16000,Both Sexes,All Ages,All Races-All Origins
2002,5,Arkansas,0,0,0,176,2705927,6.5042,0.49028,5.5433,7.4652,0.5273918221516475,0.4726081778483525,0.33942040492258835,0.17427550615323542,0.48630408892417626,0.0055577610162763,0.011710996427153633,0.12107979356887653,0.028582770940849545,0.833068678046844,0.6842000793965859,0.31579992060341405,0.1498610559745931,0.06828106391425169,0.4344978165938865,0.12643906312028583,0.22092100039698293,0.7000793965859468,0.2999206034140532,0.8217546645494244,0.17665740373163955,32.33366415244144,16000,Both Sexes,All Ages,All Races-All Origins
2003,5,Arkansas,0,0,0,184,2724816,6.7527,0.49782,5.777,7.7285,0.5229802513464991,0.4770197486535009,0.362657091561939,0.17342908438061042,0.46391382405745063,0.006642728904847397,0.0118491921005386,0.12477558348294435,0.03429084380610413,0.8224416517055655,0.6773788150807899,0.32262118491921005,0.13859964093357272,0.0718132854578097,0.43967684021543985,0.13572710951526032,0.2141831238779174,0.7017953321364453,0.29820466786355476,0.7935368043087971,0.1653500897666068,32.56714542190305,17000,Both Sexes,All Ages,All Races-All Origins
2004,5,Arkansas,0,0,0,230,2749686,8.3646,0.55154,7.2836,9.4456,0.5328312089609888,0.4671687910390112,0.3555426805716493,0.1842410196987254,0.46021629972962536,0.00772499034376207,0.01429123213595983,0.12205484743144071,0.02935496330629587,0.8265739667825415,0.6512166859791425,0.3487833140208575,0.14194669756662803,0.0716492854383932,0.451525685592893,0.12031672460409425,0.2145616067979915,0.6960216299729626,0.3039783700270375,0.7846658941676323,0.16203167246040942,31.91714947856315,16400,Both Sexes,All Ages,All Races-All Origins
2005,5,Arkansas,0,0,0,269,2781097,9.6724,0.58974,8.5166,10.8283,0.5201828365415567,0.47981716345844333,0.3752011845747763,0.1646172664649456,0.46018154896027813,0.007210455159981974,0.010300650228545677,0.11568917787935364,0.0282624090645722,0.8385373076675465,0.6545419429601493,0.34545805703985066,0.12946629756003347,0.061095731668061544,0.4662975600334771,0.12785682096182321,0.21528358977660464,0.6821605613854375,0.31783943861456254,0.8158758771647461,0.15978883667031482,31.67469258996974,16000,Both Sexes,All Ages,All Races-All Origins
2006,5,Arkansas,0,0,0,285,2821761,10.1001,0.59828,8.9275,11.2727,0.5176775467390634,0.48232245326093665,0.3780465231072993,0.1692478558647498,0.45270562102795087,0.009748873943357808,0.010612698216819892,0.12260134509779724,0.029801937434441907,0.8272351453075831,0.6521256247300549,0.3478743752699451,0.12698216819892638,0.06342938236564448,0.46584809033133834,0.12803109767384463,0.21570926143024619,0.6764978095884494,0.32350219041155054,0.789535385944345,0.15635219349663726,31.29456407725057,15800,Both Sexes,All Ages,All Races-All Origins
2007,5,Arkansas,0,0,0,301,2848650,10.5664,0.60904,9.3727,11.7601,0.513031718711581,0.48696828128841896,0.3750307351856405,0.17506761740840915,0.44990164740595034,0.00774526678141136,0.010327022375215147,0.12496926481435948,0.02815343004671748,0.8288050159822965,0.65742562085075,0.34257437914925004,0.13996803540693387,0.06392918613228424,0.4454143103024342,0.12619867223998033,0.22448979591836735,0.6775264322596508,0.32247356774034913,0.7941357265797886,0.16812146545365134,31.387140398328008,17000,Both Sexes,All Ages,All Races-All Origins
2008,5,Arkansas,0,0,0,360,2874554,12.5237,0.66006,11.23,13.8174,0.5190612269714842,0.48093877302851584,0.3880342919681401,0.1731014774730954,0.4388642305587645,0.006444944366753815,0.011309053322794431,0.12914209278287833,0.029731865993798262,0.8233720435337751,0.6328813765428346,0.36711862345716545,0.13339818811941387,0.06444944366753816,0.45102450294886604,0.12294035386392656,0.22818751140025537,0.6869945886787864,0.3130054113212136,0.782756733750836,0.15923876694837966,30.842828479357937,17500,Both Sexes,All Ages,All Races-All Origins
2009,5,Arkansas,0,0,0,351,2896843,12.1166,0.64674,10.849,13.3842,0.5143448863982457,0.4856551136017543,0.39459097277212646,0.17305232381068406,0.4323567034171895,0.007065846378753731,0.012547968569166108,0.13004812085033807,0.03118718401656819,0.8191508801851739,0.6361698239629652,0.36383017603703477,0.13656575501005055,0.06152159347018334,0.443625510141926,0.12048486325150759,0.23780227812633245,0.6691843820430042,0.3308156179569958,0.7789486507888165,0.16842297618322472,30.09027227873546,17000,Both Sexes,All Ages,All Races-All Origins
2010,5,Arkansas,0,0,0,350,2915918,12.0031,0.64159,10.7456,13.2606,0.5156173444390005,0.4843826555609995,0.3974767270945615,0.1735668789808917,0.42895639392454676,0.007900538951494366,0.012065164135227829,0.13896374326310632,0.025538951494365508,0.815531602155806,0.6151396374326311,0.38486036256736894,0.13908623223909847,0.0635717785399314,0.44065409113179815,0.12236648701616855,0.23432141107300342,0.655499755022048,0.344500244977952,0.7742528172464478,0.16193042626163645,29.101114649681527,15500,Both Sexes,All Ages,All Races-All Origins
2011,5,Arkansas,0,0,0,355,2937979,12.0831,0.64131,10.8262,13.3401,0.512480927677754,0.48751907232224595,0.4126945376869088,0.1674702471772963,0.4198352151357949,0.005981080256332011,0.010558437595361611,0.1513579493439121,0.0255721696673787,0.8065303631370155,0.5969484284406469,0.40305157155935306,0.12902044552944766,0.060970399755874274,0.46121452548062253,0.11815685077815075,0.2306377784559048,0.6340555386023802,0.36594446139761977,0.7487946292340555,0.14989319499542264,28.15386023802258,14000,Both Sexes,All Ages,All Races-All Origins
2012,5,Arkansas,0,0,0,373,2949131,12.6478,0.65488,11.3642,13.9314,0.5103205439533754,0.48967945604662455,0.40632588635259836,0.18145944633317143,0.41221466731423023,0.006556580864497329,0.012506070908207868,0.14327343370568238,0.023858669256920834,0.8138052452646916,0.5979844584749878,0.4020155415250121,0.13865954346770276,0.06702282661486159,0.4469402622632346,0.11073336571151045,0.2366440019426906,0.6433948518698397,0.35660514813016025,0.7503642544924721,0.15280475959203496,28.724562894609033,15000,Both Sexes,All Ages,All Races-All Origins
2013,5,Arkansas,0,0,0,319,2959373,10.7793,0.60353,9.5964,11.9622,0.51512423478574,0.48487576521426,0.4112951626455407,0.17230824630896652,0.41639659104549276,0.006901932541111511,0.013803865082223022,0.14302004561277157,0.030368503180890648,0.8059056535830033,0.5920057616132517,0.4079942383867483,0.13743848277517706,0.06949945984875765,0.44586484215580363,0.10851038290721401,0.23868683231304766,0.6367182811187132,0.36328171888128674,0.7526107310046813,0.14596086904333214,28.02112591525627,15000,Both Sexes,All Ages,All Races-All Origins
2014,5,Arkansas,0,0,0,356,2966369,12.0012,0.63606,10.7545,13.2479,0.5114149676474179,0.4885850323525821,0.4125869857160298,0.1792821389329752,0.408130875350995,0.0062873885972408745,0.012086436332560128,0.1425955316811134,0.027652301306311806,0.8113783420827738,0.5881455255768526,0.4118544744231474,0.14351117079721645,0.0664753998290807,0.4447564399951166,0.097912342815285075,0.24734464656330118,0.6474178976925894,0.35258210230741055,0.7414845562202417,0.1466243437919668,28.390977902575997,15350,Both Sexes,All Ages,All Races-All Origins
2015,5,Arkansas,0,0,0,392,2978204,13.1623,0.6648,11.8593,14.4653,0.5134737873591376,0.4865262126408623,0.4152376286134248,0.18367221950024498,0.40109015188633024,0.00692062714355708,0.015188633023027927,0.13792258696717297,0.030622243998040175,0.8093459088682019,0.5870896619304262,0.4129103380695737,0.14129103380695737,0.07079862812346889,0.4348358647721705,0.10086967172954434,0.2522048015678589,0.6554385105340519,0.34456148946594806,0.7559407153356198,0.15317246447819696,28.948064674179324,17000,Both Sexes,All Ages,All Races-All Origins
2016,5,Arkansas,0,0,0,401,2988248,13.4192,0.67012,12.1058,14.7327,0.5123400085737032,0.4876599914262968,0.4181517545471247,0.174658582889338,0.4071896625635373,0.0074713699552942615,0.014085369587849837,0.13766917753689756,0.03607079429236328,0.8047032886275951,0.5842978749464144,0.41570212505358567,0.1505909731153163,0.07550982913834282,0.42850143915732747,0.10190458693122666,0.24349317165778675,0.6643395186478045,0.3356604813521955,0.7561393839181824,0.15383673219425562,29.034111090697532,18800,Both Sexes,All Ages,All Races-All Origins
2017,5,Arkansas,0,0,0,446,3004279,14.8455,0.70295,13.4677,16.2233,0.505226270315993,0.494773729684007,0.41054921152800433,0.17600145006344028,0.41344933840855536,0.006283608241193886,0.01975711437375385,0.13195577306507159,0.044408192858437556,0.797595311461543,0.580810827140354,0.41918917285964596,0.15431091776931907,0.07679294302459067,0.43242100175216,0.09485831671802308,0.2416168207359072,0.6619539604857713,0.33804603951422874,0.7733067488369283,0.15267959639900913,29.121140716573017,19000,Both Sexes,All Ages,All Races-All Origins
2018,5,Arkansas,0,0,0,444,3013825,14.7321,0.69915,13.3618,16.1025,0.5104279686558167,0.48957203134418326,0.40916214587100663,0.17920433996383364,0.41163351416515975,0.007052441229656419,0.015491259795057263,0.11995177817962628,0.039240506329113925,0.8182640144665461,0.5779385171790236,0.4220614828209765,0.15834840265220013,0.07613019891500904,0.4271850512356841,0.09150090415913201,0.2468354430379747,0.6642555756479807,0.3357444243520193,0.7938517179023508,0.16292947558770343,29.10699216395419,20000,Both Sexes,All Ages,All Races-All Origins
2000,6,California,2016,0,1,1941,33871648,5.7305,0.13007,5.4755,5.9854,0.5112938160279362,0.48870618397206383,0.27949431993988416,0.19590682049241923,0.5245988595676966,0.0095036025284003,0.13159174291650091,0.05525350307209477,0.11382221632851523,0.6898289351544888,0.5948813154754011,0.40511868452459887,0.1979401494054723,0.10666136233037174,0.3066790434513548,0.12902798037395571,0.25969146443884544,0.7147593157406179,0.28524068425938204,0.9089422269371878,0.18812712725986827,33.339654334084784,20000,Both Sexes,All Ages,All Races-All Origins
2001,6,California,2016,0,1,1226,34479458,3.5557,0.10155,3.3567,3.7548,0.5156087408949012,0.48439125910509884,0.28914427373446777,0.1893095427557079,0.5215461835098243,0.007911489257513619,0.13207749280773703,0.04915223113178674,0.12311011813674481,0.6877486686662178,0.6020230152414764,0.3979769847585236,0.20488767827630533,0.11264308012486993,0.30161596376323685,0.12783864846667076,0.25301462936891717,0.7159515210871029,0.2840484789128971,0.924129277101059,0.1881159331578625,32.931505172308256,20000,Both Sexes,All Ages,All Races-All Origins
2002,6,California,2016,0,1,2975,34871843,8.5312,0.15641,8.2247,8.8378,0.5160940570576675,0.48390594294233247,0.2984007589618486,0.18182896252625871,0.5197702785118926,0.008453615233448532,0.13881547740055566,0.0472148810733889,0.14313546113708747,0.6623805651555195,0.6046283119875313,0.39537168801246864,0.20769804160737276,0.11245510605136545,0.2973165277495426,0.12480517720403876,0.25772514738768043,0.701633123263536,0.29836687673646406,0.9229518194755032,0.18499695059971538,32.29153960832147,20000,Both Sexes,All Ages,All Races-All Origins
2003,6,California,2016,0,1,3108,35253159,8.8162,0.15814,8.5063,9.1262,0.5145607916778443,0.48543920832215565,0.30222957465200156,0.18458076246683955,0.5131896628811589,0.009225312229872723,0.13949745148886702,0.04705058272973859,0.12861784255864556,0.6756088109928761,0.6049509672419446,0.39504903275805536,0.20771110912396792,0.11307341500491817,0.3004560493606367,0.12593519926078273,0.2528242272496945,0.6979343646606456,0.3020656353393544,0.950684074040955,0.1866225520879907,31.900846522996215,20000,Both Sexes,All Ages,All Races-All Origins
2004,6,California,2016,0,1,3125,35574576,8.7844,0.15714,8.4764,9.0924,0.5165914087101182,0.4834085912898818,0.3188164696096489,0.17959420117640068,0.5015893292139505,0.00862990909631038,0.13853900540669004,0.04909096310379656,0.14127205751292257,0.6624680648802804,0.6100647614520824,0.3899352385479175,0.2150941714693126,0.11469906719743331,0.294560632166835,0.12034341393856574,0.25530271522785336,0.7024538054779871,0.297546194522013,0.954978907967441,0.1906600914978314,31.909126017467766,20000,Both Sexes,All Ages,All Races-All Origins
2005,6,California,2016,0,1,3214,35827943,8.9707,0.15823,8.6605,9.2808,0.5141110498253355,0.48588895017466444,0.3244366815795387,0.18332107617821902,0.4922422422422422,0.008171436742865315,0.14053339053339053,0.04873240587526302,0.15971583828726685,0.6428469285612143,0.6080519294805009,0.3919480705194991,0.20711527854384998,0.11398643541500685,0.3011429797144083,0.1323619537905252,0.24539335253620967,0.7016965945537375,0.2983034054462626,0.9674470388756103,0.1900676186390472,31.837975730832873,20000,Both Sexes,All Ages,All Races-All Origins
2006,6,California,2016,0,1,3494,36021202,9.6998,0.1641,9.3782,10.0215,0.5058998064509791,0.49410019354902096,0.32388512816482123,0.18958961712663214,0.48652525470854663,0.008861990705717065,0.14127604806303606,0.052096126072133854,0.16700726054449172,0.6307585746146213,0.5929772162345381,0.4070227837654618,0.20464124657359284,0.11176719098474205,0.30246210074373914,0.13868229468575302,0.24244716701217295,0.7087873220478862,0.2912126779521138,0.9334761207667293,0.18457404478154504,31.688990302899306,20000,Both Sexes,All Ages,All Races-All Origins
